(68.37510200001998, 8, 520363.0, 3500, 2300, 494112),
(156.59911499998998, 17, 516667.0, 3500, 2300, 494121),
(451.652797000017, 47, 878065.75, 3500, 2300, 494111),
(461.51048599998467, 48, 1337101.5, 3500, 2300, 494112),
(500.5408729999908, 51, 907296.5, 3500, 2300, 494115),
(510.43384299997706, 52, 1386355.0, 3500, 2300, 494116),
(734.6444749999791, 74, 520389.0, 3500, 2300, 494138),
(773.7955490000313, 78, 751246.0, 3500, 2300, 494142),
(783.7561049999786, 79, 1207776.25, 3500, 2300, 494143),
(1066.9539719999884, 107, 866317.75, 3500, 2300, 494131),
(1076.8536689999746, 108, 1214238.5, 3500, 2300, 494132),
(1194.5388040000107, 119, 522716.0, 3500, 2300, 494143),
