(284.0, 4300, 1900, 151),
(531.0, 4300, 1900, 152),
(531.0, 4300, 1900, 155),
(531.0, 4300, 1900, 156),
(287.0, 4300, 1900, 158),
(531.0, 4300, 1900, 159),
(531.0, 4300, 1900, 160),
(531.0, 4300, 1900, 161),
(546.0, 4300, 1900, 162),
(531.0, 4300, 1900, 163),
(531.0, 4300, 1900, 164),
(531.0, 4300, 1900, 165),
(531.0, 4300, 1900, 166),
(528.0, 4300, 1900, 167),
(549.0, 4300, 1900, 168),
(531.0, 4300, 1900, 169),
(552.0, 4300, 1900, 170),
(530.0, 4300, 1900, 173),
(531.0, 4300, 1900, 174),
(531.0, 4300, 1900, 175),
(549.0, 4300, 1900, 177),
(531.0, 4300, 1900, 180),
(531.0, 4300, 1900, 182),
(531.0, 4300, 1900, 183),
(531.0, 4300, 1900, 184),
(531.0, 4300, 1900, 188),
(531.0, 4300, 1900, 189),
(284.0, 4300, 1900, 151),
(531.0, 4300, 1900, 152),
(531.0, 4300, 1900, 155),
(531.0, 4300, 1900, 156),
(282.0, 4300, 1900, 157),
(287.0, 4300, 1900, 158),
(531.0, 4300, 1900, 159),
(531.0, 4300, 1900, 160),
(531.0, 4300, 1900, 161),
(546.0, 4300, 1900, 162),
(531.0, 4300, 1900, 163),
(531.0, 4300, 1900, 164),
(531.0, 4300, 1900, 165),
(531.0, 4300, 1900, 166),
(528.0, 4300, 1900, 167),
(549.0, 4300, 1900, 168),
(531.0, 4300, 1900, 169),
(552.0, 4300, 1900, 170),
(530.0, 4300, 1900, 173),
(531.0, 4300, 1900, 174),
(531.0, 4300, 1900, 175),
(549.0, 4300, 1900, 177),
(531.0, 4300, 1900, 180),
(531.0, 4300, 1900, 182),
(531.0, 4300, 1900, 183),
(531.0, 4300, 1900, 184),
(531.0, 4300, 1900, 188),
(531.0, 4300, 1900, 189),
(284.0, 4300, 1900, 151),
(531.0, 4300, 1900, 152),
(531.0, 4300, 1900, 155),
(531.0, 4300, 1900, 156),
(282.0, 4300, 1900, 157),
(287.0, 4300, 1900, 158),
(531.0, 4300, 1900, 159),
(531.0, 4300, 1900, 160),
(531.0, 4300, 1900, 161),
(546.0, 4300, 1900, 162),
(531.0, 4300, 1900, 163),
(531.0, 4300, 1900, 164),
(531.0, 4300, 1900, 165),
(531.0, 4300, 1900, 166),
(528.0, 4300, 1900, 167),
(549.0, 4300, 1900, 168),
(531.0, 4300, 1900, 169),
(552.0, 4300, 1900, 170),
(530.0, 4300, 1900, 173),
(531.0, 4300, 1900, 174),
(531.0, 4300, 1900, 175),
(549.0, 4300, 1900, 177),
(531.0, 4300, 1900, 180),
(531.0, 4300, 1900, 182),
(531.0, 4300, 1900, 183),
(531.0, 4300, 1900, 184),
(531.0, 4300, 1900, 188),
(531.0, 4300, 1900, 189),
(612.0, 4300, 2300, 150),
(285.0, 4300, 2300, 151),
(532.0, 4300, 2300, 152),
(593.0, 4300, 2300, 153),
(280.0, 4300, 2300, 154),
(532.0, 4300, 2300, 155),
(535.0, 4300, 2300, 156),
(531.0, 4300, 2300, 158),
(551.0, 4300, 2300, 159),
(532.0, 4300, 2300, 160),
(532.0, 4300, 2300, 161),
(532.0, 4300, 2300, 163),
(532.0, 4300, 2300, 164),
(533.0, 4300, 2300, 165),
(532.0, 4300, 2300, 167),
(532.0, 4300, 2300, 168),
