(0.0, 1, 1347.0, 3500, 2300, 1146),
(7.803795000072569, 2, 1347.0, 3500, 2300, 1147),
(15.641529999906197, 3, 1348.0, 3500, 2300, 1148),
(23.41624499997124, 4, 1347.0, 3500, 2300, 1149),
(31.19774500001222, 5, 1347.0, 3500, 2300, 1150),
(46.890727000078186, 7, 1347.0, 3500, 2300, 1152),
(54.682307000039145, 8, 1347.0, 3500, 2300, 1153),
(62.46361800003797, 9, 1348.0, 3500, 2300, 1154),
(103.30780799989589, 13, 1347.0, 3500, 2300, 1158),
(126.83328399993479, 15, 1347.0, 3500, 2300, 1160),
(142.36697699991055, 16, 1347.0, 3500, 2300, 1161),
(150.28005399997346, 17, 1347.0, 3500, 2300, 1162),
(158.1939860000275, 18, 1347.0, 3500, 2300, 1163),
(166.15335400006734, 19, 1375.0, 3500, 2300, 1164),
(189.64788300008513, 22, 1347.0, 3500, 2300, 1167),
(197.51398500008509, 23, 1347.0, 3500, 2300, 1168),
(205.45358299999498, 24, 1347.0, 3500, 2300, 1169),
(221.35643399995752, 26, 1347.0, 3500, 2300, 1171),
(237.2217369999271, 28, 1347.0, 3500, 2300, 1173),
(252.7613109999802, 29, 1347.0, 3500, 2300, 1174),
(260.58581499988213, 30, 1348.0, 3500, 2300, 1175),
(268.3451050000731, 31, 1347.0, 3500, 2300, 1176),
(276.10710399993695, 32, 1347.0, 3500, 2300, 1177),
(283.94024599995464, 33, 1347.0, 3500, 2300, 1178),
(299.757784999907, 35, 1347.0, 3500, 2300, 1180),
(315.4829160000663, 36, 1347.0, 3500, 2300, 1181),
(331.1432030000724, 38, 1347.0, 3500, 2300, 1183),
(338.9644869999029, 39, 1347.0, 3500, 2300, 1184),
(346.7888170001097, 40, 1345.0, 3500, 2300, 1185),
(362.53081099991687, 42, 1347.0, 3500, 2300, 1187),
(378.2653580000624, 43, 1347.0, 3500, 2300, 1188),
(386.0833640000783, 44, 1347.0, 3500, 2300, 1189),
