(9.086641000001691, 2, 375819.25, 3500, 2300, 101),
(18.70966499997303, 3, 790883.0, 3500, 2300, 102),
(18.70966499997303, 3, 320706.75, 3500, 2300, 102),
(36.792136000003666, 4, 338674.75, 3500, 2300, 103),
(55.09349399997154, 6, 374794.25, 3500, 2300, 105),
(91.87051699997392, 10, 163259.0, 3500, 2300, 109),
(192.62169100000756, 21, 854403.25, 3500, 2300, 120),
(201.94056299998192, 22, 1223451.0, 3500, 2300, 121),
(247.66743899998255, 26, 833246.5, 3500, 2300, 125),
(256.9566740000155, 27, 1213304.75, 3500, 2300, 126),
(275.2298149999697, 28, 340390.0, 3500, 2300, 127),
(284.5393299999996, 29, 709837.25, 3500, 2300, 128),
(284.5393299999996, 29, 901344.0, 3500, 2300, 128),
(302.90041900001233, 30, 1317333.75, 3500, 2300, 129),
(302.90041900001233, 30, 364036.75, 3500, 2300, 129),
(321.2193710000138, 31, 776715.0, 3500, 2300, 130),
(339.4176880000159, 32, 324308.75, 3500, 2300, 131),
(348.676501000009, 33, 661057.25, 3500, 2300, 132),
(348.676501000009, 33, 1043941.0, 3500, 2300, 132),
(367.9626590000116, 34, 1453536.75, 3500, 2300, 133),
(367.9626590000116, 34, 395320.75, 3500, 2300, 133),
(386.87142500001937, 35, 836855.0, 3500, 2300, 134),
(405.71459499996854, 36, 361966.0, 3500, 2300, 135),
(415.26678399997763, 37, 829494.25, 3500, 2300, 136),
(415.26678399997763, 37, 459644.25, 3500, 2300, 136),
(434.249953999999, 38, 893093.25, 3500, 2300, 137),
(453.1883900000248, 39, 435062.25, 3500, 2300, 138),
(462.7458629999892, 40, 822183.0, 3500, 2300, 139),
(491.06895300000906, 42, 449387.75, 3500, 2300, 141),
(500.6192339999834, 43, 1035667.0, 3500, 2300, 142),
(510.239253000007, 44, 1422256.75, 3500, 2300, 143),
(529.1325219999999, 45, 1086312.75, 3500, 2300, 144),
(538.8028790000244, 46, 1495163.75, 3500, 2300, 145),
(586.1056400000234, 50, 1092536.25, 3500, 2300, 149),
(595.739757000003, 51, 1520742.25, 3500, 2300, 150),
(595.739757000003, 51, 439509.5, 3500, 2300, 150),
(804.9424690000014, 72, 1093770.0, 3500, 2300, 171),
(814.5895160000073, 73, 1447094.0, 3500, 2300, 172),
(852.3843089999864, 76, 158378.0, 3500, 2300, 175),
(871.4870450000162, 78, 157092.0, 3500, 2300, 177),
(881.0689669999992, 79, 163250.0, 3500, 2300, 178),
(937.4167940000189, 85, 157076.0, 3500, 2300, 184),
(946.7735230000108, 86, 926138.5, 3500, 2300, 185),
(956.3341539999819, 87, 1333123.25, 3500, 2300, 186),
(1002.9595640000189, 91, 875701.5, 3500, 2300, 190),
(1012.2632979999762, 92, 1276823.0, 3500, 2300, 191),
(1049.0124910000013, 95, 157074.0, 3500, 2300, 194),
(1058.2340649999678, 96, 910562.25, 3500, 2300, 195),
(1067.5683710000012, 97, 1402920.5, 3500, 2300, 196),
(1067.5683710000012, 97, 950258.25, 3500, 2300, 196),
(1086.0015739999944, 98, 1336659.75, 3500, 2300, 197),
(1142.026566000015, 103, 835953.25, 3500, 2300, 202),
(1151.7340229999973, 104, 1198614.75, 3500, 2300, 203),
(1188.3353859999916, 107, 908649.25, 3500, 2300, 206),
(1197.6218869999866, 108, 1347686.75, 3500, 2300, 207),
(1197.6218869999866, 108, 163259.0, 3500, 2300, 207),
(1307.6570139999967, 119, 157092.0, 3500, 2300, 218),
(1362.8747989999829, 125, 845347.25, 3500, 2300, 224),
(1372.1515970000182, 126, 1236501.75, 3500, 2300, 225),
(1372.1515970000182, 126, 160989.0, 3500, 2300, 225),
(1408.8374499999918, 129, 1083529.25, 3500, 2300, 228),
(1418.251713000005, 130, 1444334.75, 3500, 2300, 229),
(1560.9311500000185, 144, 161315.0, 3500, 2300, 243),
(1598.9372529999819, 148, 158380.0, 3500, 2300, 247),
(1608.4954039999866, 149, 946388.5, 3500, 2300, 248),
(1618.1482879999676, 150, 1384574.0, 3500, 2300, 249),
(1656.1445579999709, 153, 157094.0, 3500, 2300, 252),
(1665.6610329999821, 154, 1156728.5, 3500, 2300, 253),
(1675.2426149999956, 155, 1553848.75, 3500, 2300, 254),
(1694.2076619999716, 156, 163259.0, 3500, 2300, 255),
(1741.853787, 161, 1067144.75, 3500, 2300, 260),
(1751.5085279999766, 162, 1513379.5, 3500, 2300, 261),
(1751.5085279999766, 162, 160988.0, 3500, 2300, 261),
(1855.817968999967, 172, 963194.25, 3500, 2300, 271),
(1865.448740999971, 173, 1385439.75, 3500, 2300, 272),
(1884.365633999987, 174, 160989.0, 3500, 2300, 273),
(1893.975590999995, 175, 187033.0, 3500, 2300, 274),
