<Offset into main = 5537>
<Offset to target instruction = 111098>
<Difference = 111098 - 5537 = 105561>
<Return out of main; trigger lower = 111230>

0 34 0x00000000 0xf14020f3 M csrrs         x1, mhartid, x0
6107 25176 0x00000654 0x00f707b3 M add           x15, x15, x14
6108 25179 0x00000658 0x00279713 M slli          x14, x2, 2
6109 25184 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6110 25186 0x00000660 0x00f707b3 M add           x15, x15, x14
6111 25188 0x00000664 0x00078713 M addi          x14, x0, 0
6112 25193 0x00000668 0xfd442783 M lw            x15, -49(x8)
6113 25195 0x0000066c 0x00e787b3 M add           x15, x14, x15
6114 25200 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6115 25205 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6116 25210 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6117 25212 0x0000067c 0x00e64733 M xor           x14, x14, x12
6118 25214 0x00000680 0x0ff77713 M andi          x14, x31, 255
6119 25219 0x00000684 0xfd842603 M lw            x12, -52(x8)
6120 25222 0x00000688 0x00269693 M slli          x13, x2, 2
6121 25224 0x0000068c 0x00d606b3 M add           x13, x13, x12
6122 25226 0x00000690 0x00f687b3 M add           x15, x15, x13
6123 25232 0x00000694 0x00e78023 M sb            x15, 0(x14)
6124 25237 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6125 25239 0x0000069c 0x00178793 M addi          x15, x1, 1
6126 25245 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6127 25250 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6128 25252 0x000006a8 0x00300793 M addi          x15, x3, 3
6129 25255 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6130 25260 0x000006b0 0xfef44783 M lbu           x15, -17(x8)
6131 25262 0x000006b4 0x00178793 M addi          x15, x1, 1
6132 25268 0x000006b8 0xfef407a3 M sb            x8, -17(x15)
6133 25273 0x000006bc 0xfef44703 M lbu           x14, -18(x8)
6134 25275 0x000006c0 0x00300793 M addi          x15, x3, 3
6135 25279 0x000006c4 0xf6e7f0e3 M bgeu          x14, x15, -159
6136 25287 0x00000624 0xfe040723 M sb            x8, -18(x0)
6137 25291 0x00000628 0x07c0006f M jal           x0, 124
6138 25298 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6139 25300 0x000006a8 0x00300793 M addi          x15, x3, 3
6140 25304 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6141 25311 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6142 25316 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6143 25321 0x00000634 0xfd842683 M lw            x13, -51(x8)
6144 25324 0x00000638 0x00271713 M slli          x14, x2, 2
6145 25326 0x0000063c 0x00e68733 M add           x14, x14, x13
6146 25328 0x00000640 0x00f707b3 M add           x15, x15, x14
6147 25333 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6148 25338 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6149 25341 0x0000064c 0x00279713 M slli          x14, x2, 2
6150 25346 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6151 25348 0x00000654 0x00f707b3 M add           x15, x15, x14
6152 25351 0x00000658 0x00279713 M slli          x14, x2, 2
6153 25356 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6154 25358 0x00000660 0x00f707b3 M add           x15, x15, x14
6155 25360 0x00000664 0x00078713 M addi          x14, x0, 0
6156 25365 0x00000668 0xfd442783 M lw            x15, -49(x8)
6157 25367 0x0000066c 0x00e787b3 M add           x15, x14, x15
6158 25372 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6159 25377 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6160 25382 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6161 25384 0x0000067c 0x00e64733 M xor           x14, x14, x12
6162 25386 0x00000680 0x0ff77713 M andi          x14, x31, 255
6163 25391 0x00000684 0xfd842603 M lw            x12, -52(x8)
6164 25394 0x00000688 0x00269693 M slli          x13, x2, 2
6165 25396 0x0000068c 0x00d606b3 M add           x13, x13, x12
6166 25398 0x00000690 0x00f687b3 M add           x15, x15, x13
6167 25404 0x00000694 0x00e78023 M sb            x15, 0(x14)
6168 25409 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6169 25411 0x0000069c 0x00178793 M addi          x15, x1, 1
6170 25417 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6171 25422 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6172 25424 0x000006a8 0x00300793 M addi          x15, x3, 3
6173 25428 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6174 25435 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6175 25440 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6176 25445 0x00000634 0xfd842683 M lw            x13, -51(x8)
6177 25448 0x00000638 0x00271713 M slli          x14, x2, 2
6178 25450 0x0000063c 0x00e68733 M add           x14, x14, x13
6179 25452 0x00000640 0x00f707b3 M add           x15, x15, x14
6180 25457 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6181 25462 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6182 25465 0x0000064c 0x00279713 M slli          x14, x2, 2
6183 25470 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6184 25472 0x00000654 0x00f707b3 M add           x15, x15, x14
6185 25475 0x00000658 0x00279713 M slli          x14, x2, 2
6186 25480 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6187 25482 0x00000660 0x00f707b3 M add           x15, x15, x14
6188 25484 0x00000664 0x00078713 M addi          x14, x0, 0
6189 25489 0x00000668 0xfd442783 M lw            x15, -49(x8)
6190 25491 0x0000066c 0x00e787b3 M add           x15, x14, x15
6191 25496 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6192 25501 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6193 25506 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6194 25508 0x0000067c 0x00e64733 M xor           x14, x14, x12
6195 25510 0x00000680 0x0ff77713 M andi          x14, x31, 255
6196 25515 0x00000684 0xfd842603 M lw            x12, -52(x8)
6197 25518 0x00000688 0x00269693 M slli          x13, x2, 2
6198 25520 0x0000068c 0x00d606b3 M add           x13, x13, x12
6199 25522 0x00000690 0x00f687b3 M add           x15, x15, x13
6200 25528 0x00000694 0x00e78023 M sb            x15, 0(x14)
6201 25533 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6202 25535 0x0000069c 0x00178793 M addi          x15, x1, 1
6203 25541 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6204 25546 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6205 25548 0x000006a8 0x00300793 M addi          x15, x3, 3
6206 25552 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6207 25559 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6208 25564 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6209 25569 0x00000634 0xfd842683 M lw            x13, -51(x8)
6210 25572 0x00000638 0x00271713 M slli          x14, x2, 2
6211 25574 0x0000063c 0x00e68733 M add           x14, x14, x13
6212 25576 0x00000640 0x00f707b3 M add           x15, x15, x14
6213 25581 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6214 25586 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6215 25589 0x0000064c 0x00279713 M slli          x14, x2, 2
6216 25594 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6217 25596 0x00000654 0x00f707b3 M add           x15, x15, x14
6218 25599 0x00000658 0x00279713 M slli          x14, x2, 2
6219 25604 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6220 25606 0x00000660 0x00f707b3 M add           x15, x15, x14
6221 25608 0x00000664 0x00078713 M addi          x14, x0, 0
6222 25613 0x00000668 0xfd442783 M lw            x15, -49(x8)
6223 25615 0x0000066c 0x00e787b3 M add           x15, x14, x15
6224 25620 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6225 25625 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6226 25630 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6227 25632 0x0000067c 0x00e64733 M xor           x14, x14, x12
6228 25634 0x00000680 0x0ff77713 M andi          x14, x31, 255
6229 25639 0x00000684 0xfd842603 M lw            x12, -52(x8)
6230 25642 0x00000688 0x00269693 M slli          x13, x2, 2
6231 25644 0x0000068c 0x00d606b3 M add           x13, x13, x12
6232 25646 0x00000690 0x00f687b3 M add           x15, x15, x13
6233 25652 0x00000694 0x00e78023 M sb            x15, 0(x14)
6234 25657 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6235 25659 0x0000069c 0x00178793 M addi          x15, x1, 1
6236 25665 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6237 25670 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6238 25672 0x000006a8 0x00300793 M addi          x15, x3, 3
6239 25676 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6240 25683 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6241 25688 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6242 25693 0x00000634 0xfd842683 M lw            x13, -51(x8)
6243 25696 0x00000638 0x00271713 M slli          x14, x2, 2
6244 25698 0x0000063c 0x00e68733 M add           x14, x14, x13
6245 25700 0x00000640 0x00f707b3 M add           x15, x15, x14
6246 25705 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6247 25710 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6248 25713 0x0000064c 0x00279713 M slli          x14, x2, 2
6249 25718 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6250 25720 0x00000654 0x00f707b3 M add           x15, x15, x14
6251 25723 0x00000658 0x00279713 M slli          x14, x2, 2
6252 25728 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6253 25730 0x00000660 0x00f707b3 M add           x15, x15, x14
6254 25732 0x00000664 0x00078713 M addi          x14, x0, 0
6255 25737 0x00000668 0xfd442783 M lw            x15, -49(x8)
6256 25739 0x0000066c 0x00e787b3 M add           x15, x14, x15
6257 25744 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6258 25749 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6259 25754 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6260 25756 0x0000067c 0x00e64733 M xor           x14, x14, x12
6261 25758 0x00000680 0x0ff77713 M andi          x14, x31, 255
6262 25763 0x00000684 0xfd842603 M lw            x12, -52(x8)
6263 25766 0x00000688 0x00269693 M slli          x13, x2, 2
6264 25768 0x0000068c 0x00d606b3 M add           x13, x13, x12
6265 25770 0x00000690 0x00f687b3 M add           x15, x15, x13
6266 25776 0x00000694 0x00e78023 M sb            x15, 0(x14)
6267 25781 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6268 25783 0x0000069c 0x00178793 M addi          x15, x1, 1
6269 25789 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6270 25794 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6271 25796 0x000006a8 0x00300793 M addi          x15, x3, 3
6272 25799 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6273 25804 0x000006b0 0xfef44783 M lbu           x15, -17(x8)
6274 25806 0x000006b4 0x00178793 M addi          x15, x1, 1
6275 25812 0x000006b8 0xfef407a3 M sb            x8, -17(x15)
6276 25817 0x000006bc 0xfef44703 M lbu           x14, -18(x8)
6277 25819 0x000006c0 0x00300793 M addi          x15, x3, 3
6278 25823 0x000006c4 0xf6e7f0e3 M bgeu          x14, x15, -159
6279 25831 0x00000624 0xfe040723 M sb            x8, -18(x0)
6280 25835 0x00000628 0x07c0006f M jal           x0, 124
6281 25842 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6282 25844 0x000006a8 0x00300793 M addi          x15, x3, 3
6283 25848 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6284 25855 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6285 25860 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6286 25865 0x00000634 0xfd842683 M lw            x13, -51(x8)
6287 25868 0x00000638 0x00271713 M slli          x14, x2, 2
6288 25870 0x0000063c 0x00e68733 M add           x14, x14, x13
6289 25872 0x00000640 0x00f707b3 M add           x15, x15, x14
6290 25877 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6291 25882 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6292 25885 0x0000064c 0x00279713 M slli          x14, x2, 2
6293 25890 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6294 25892 0x00000654 0x00f707b3 M add           x15, x15, x14
6295 25895 0x00000658 0x00279713 M slli          x14, x2, 2
6296 25900 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6297 25902 0x00000660 0x00f707b3 M add           x15, x15, x14
6298 25904 0x00000664 0x00078713 M addi          x14, x0, 0
6299 25909 0x00000668 0xfd442783 M lw            x15, -49(x8)
6300 25911 0x0000066c 0x00e787b3 M add           x15, x14, x15
6301 25916 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6302 25921 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6303 25926 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6304 25928 0x0000067c 0x00e64733 M xor           x14, x14, x12
6305 25930 0x00000680 0x0ff77713 M andi          x14, x31, 255
6306 25935 0x00000684 0xfd842603 M lw            x12, -52(x8)
6307 25938 0x00000688 0x00269693 M slli          x13, x2, 2
6308 25940 0x0000068c 0x00d606b3 M add           x13, x13, x12
6309 25942 0x00000690 0x00f687b3 M add           x15, x15, x13
6310 25948 0x00000694 0x00e78023 M sb            x15, 0(x14)
6311 25953 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6312 25955 0x0000069c 0x00178793 M addi          x15, x1, 1
6313 25961 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6314 25966 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6315 25968 0x000006a8 0x00300793 M addi          x15, x3, 3
6316 25972 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6317 25979 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6318 25984 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6319 25989 0x00000634 0xfd842683 M lw            x13, -51(x8)
6320 25992 0x00000638 0x00271713 M slli          x14, x2, 2
6321 25994 0x0000063c 0x00e68733 M add           x14, x14, x13
6322 25996 0x00000640 0x00f707b3 M add           x15, x15, x14
6323 26001 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6324 26006 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6325 26009 0x0000064c 0x00279713 M slli          x14, x2, 2
6326 26014 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6327 26016 0x00000654 0x00f707b3 M add           x15, x15, x14
6328 26019 0x00000658 0x00279713 M slli          x14, x2, 2
6329 26024 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6330 26026 0x00000660 0x00f707b3 M add           x15, x15, x14
6331 26028 0x00000664 0x00078713 M addi          x14, x0, 0
6332 26033 0x00000668 0xfd442783 M lw            x15, -49(x8)
6333 26035 0x0000066c 0x00e787b3 M add           x15, x14, x15
6334 26040 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6335 26045 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6336 26050 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6337 26052 0x0000067c 0x00e64733 M xor           x14, x14, x12
6338 26054 0x00000680 0x0ff77713 M andi          x14, x31, 255
6339 26059 0x00000684 0xfd842603 M lw            x12, -52(x8)
6340 26062 0x00000688 0x00269693 M slli          x13, x2, 2
6341 26064 0x0000068c 0x00d606b3 M add           x13, x13, x12
6342 26066 0x00000690 0x00f687b3 M add           x15, x15, x13
6343 26072 0x00000694 0x00e78023 M sb            x15, 0(x14)
6344 26077 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6345 26079 0x0000069c 0x00178793 M addi          x15, x1, 1
6346 26085 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6347 26090 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6348 26092 0x000006a8 0x00300793 M addi          x15, x3, 3
6349 26096 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6350 26103 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6351 26108 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6352 26113 0x00000634 0xfd842683 M lw            x13, -51(x8)
6353 26116 0x00000638 0x00271713 M slli          x14, x2, 2
6354 26118 0x0000063c 0x00e68733 M add           x14, x14, x13
6355 26120 0x00000640 0x00f707b3 M add           x15, x15, x14
6356 26125 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6357 26130 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6358 26133 0x0000064c 0x00279713 M slli          x14, x2, 2
6359 26138 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6360 26140 0x00000654 0x00f707b3 M add           x15, x15, x14
6361 26143 0x00000658 0x00279713 M slli          x14, x2, 2
6362 26148 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6363 26150 0x00000660 0x00f707b3 M add           x15, x15, x14
6364 26152 0x00000664 0x00078713 M addi          x14, x0, 0
6365 26157 0x00000668 0xfd442783 M lw            x15, -49(x8)
6366 26159 0x0000066c 0x00e787b3 M add           x15, x14, x15
6367 26164 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6368 26169 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6369 26174 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6370 26176 0x0000067c 0x00e64733 M xor           x14, x14, x12
6371 26178 0x00000680 0x0ff77713 M andi          x14, x31, 255
6372 26183 0x00000684 0xfd842603 M lw            x12, -52(x8)
6373 26186 0x00000688 0x00269693 M slli          x13, x2, 2
6374 26188 0x0000068c 0x00d606b3 M add           x13, x13, x12
6375 26190 0x00000690 0x00f687b3 M add           x15, x15, x13
6376 26196 0x00000694 0x00e78023 M sb            x15, 0(x14)
6377 26201 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6378 26203 0x0000069c 0x00178793 M addi          x15, x1, 1
6379 26209 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6380 26214 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6381 26216 0x000006a8 0x00300793 M addi          x15, x3, 3
6382 26220 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6383 26227 0x0000062c 0xfef44703 M lbu           x14, -18(x8)
6384 26232 0x00000630 0xfee44783 M lbu           x15, -17(x8)
6385 26237 0x00000634 0xfd842683 M lw            x13, -51(x8)
6386 26240 0x00000638 0x00271713 M slli          x14, x2, 2
6387 26242 0x0000063c 0x00e68733 M add           x14, x14, x13
6388 26244 0x00000640 0x00f707b3 M add           x15, x15, x14
6389 26249 0x00000644 0x0007c603 M lbu           x12, 12(x15)
6390 26254 0x00000648 0xfdf44783 M lbu           x15, -49(x8)
6391 26257 0x0000064c 0x00279713 M slli          x14, x2, 2
6392 26262 0x00000650 0xfef44783 M lbu           x15, -17(x8)
6393 26264 0x00000654 0x00f707b3 M add           x15, x15, x14
6394 26267 0x00000658 0x00279713 M slli          x14, x2, 2
6395 26272 0x0000065c 0xfee44783 M lbu           x15, -17(x8)
6396 26274 0x00000660 0x00f707b3 M add           x15, x15, x14
6397 26276 0x00000664 0x00078713 M addi          x14, x0, 0
6398 26281 0x00000668 0xfd442783 M lw            x15, -49(x8)
6399 26283 0x0000066c 0x00e787b3 M add           x15, x14, x15
6400 26288 0x00000670 0x0007c703 M lbu           x14, 14(x15)
6401 26293 0x00000674 0xfef44683 M lbu           x13, -19(x8)
6402 26298 0x00000678 0xfee44783 M lbu           x15, -17(x8)
6403 26300 0x0000067c 0x00e64733 M xor           x14, x14, x12
6404 26302 0x00000680 0x0ff77713 M andi          x14, x31, 255
6405 26307 0x00000684 0xfd842603 M lw            x12, -52(x8)
6406 26310 0x00000688 0x00269693 M slli          x13, x2, 2
6407 26312 0x0000068c 0x00d606b3 M add           x13, x13, x12
6408 26314 0x00000690 0x00f687b3 M add           x15, x15, x13
6409 26320 0x00000694 0x00e78023 M sb            x15, 0(x14)
6410 26325 0x00000698 0xfee44783 M lbu           x15, -17(x8)
6411 26327 0x0000069c 0x00178793 M addi          x15, x1, 1
6412 26333 0x000006a0 0xfef40723 M sb            x8, -18(x15)
6413 26338 0x000006a4 0xfee44703 M lbu           x14, -18(x8)
6414 26340 0x000006a8 0x00300793 M addi          x15, x3, 3
6415 26343 0x000006ac 0xf8e7f0e3 M bgeu          x14, x15, -127
6416 26348 0x000006b0 0xfef44783 M lbu           x15, -17(x8)
6417 26350 0x000006b4 0x00178793 M addi          x15, x1, 1
6418 26356 0x000006b8 0xfef407a3 M sb            x8, -17(x15)
6419 26361 0x000006bc 0xfef44703 M lbu           x14, -18(x8)
6420 26363 0x000006c0 0x00300793 M addi          x15, x3, 3
6421 26366 0x000006c4 0xf6e7f0e3 M bgeu          x14, x15, -159
6422 26368 0x000006c8 0x00000013 M addi          x0, x0, 0
6423 26370 0x000006cc 0x00000013 M addi          x0, x0, 0
6424 26375 0x000006d0 0x02c12083 M lw            x1, 33(x2)
6425 26380 0x000006d4 0x02812403 M lw            x8, 40(x2)
6426 26382 0x000006d8 0x03010113 M addi          x2, x16, 48
6427 26386 0x000006dc 0x00008067 M jalr          x0, x0, 0
6428 26402 0x00000c24 0x00100793 M addi          x15, x1, 1
6429 26408 0x00000c28 0xfef407a3 M sb            x8, -17(x15)
6430 26412 0x00000c2c 0x03c0006f M jal           x0, 60
6431 26433 0x00000c68 0xfef44703 M lbu           x14, -18(x8)
6432 26435 0x00000c6c 0x00900793 M addi          x15, x9, 9
6433 26439 0x00000c70 0xfce7f0e3 M bgeu          x14, x15, -63
6434 26446 0x00000c30 0xfdc42503 M lw            x10, -54(x8)
6435 26450 0x00000c34 0xaadff0ef M jal           x1, -1364
6436 26454 0x000006e0 0xfd010113 M addi          x2, x16, -48
6437 26460 0x000006e4 0x02112623 M sw            x2, 44(x1)
6438 26466 0x000006e8 0x02812423 M sw            x2, 40(x8)
6439 26468 0x000006ec 0x03010413 M addi          x8, x16, 48
6440 26474 0x000006f0 0xfca42e23 M sw            x8, -36(x10)
6441 26480 0x000006f4 0xfe0407a3 M sb            x8, -17(x0)
6442 26484 0x000006f8 0x07c0006f M jal           x0, 124
6443 26519 0x00000774 0xfef44703 M lbu           x14, -18(x8)
6444 26521 0x00000778 0x00300793 M addi          x15, x3, 3
6445 26525 0x0000077c 0xf8e7f0e3 M bgeu          x14, x15, -127
6446 26545 0x000006fc 0xfe040723 M sb            x8, -18(x0)
6447 26549 0x00000700 0x05c0006f M jal           x0, 92
6448 26570 0x0000075c 0xfee44703 M lbu           x14, -18(x8)
6449 26572 0x00000760 0x00300793 M addi          x15, x3, 3
6450 26576 0x00000764 0xfae7f0e3 M bgeu          x14, x15, -95
6451 26583 0x00000704 0xfee44703 M lbu           x14, -18(x8)
6452 26588 0x00000708 0xfef44783 M lbu           x15, -17(x8)
6453 26593 0x0000070c 0xfdc42683 M lw            x13, -51(x8)
6454 26596 0x00000710 0x00271713 M slli          x14, x2, 2
6455 26598 0x00000714 0x00e68733 M add           x14, x14, x13
6456 26600 0x00000718 0x00f707b3 M add           x15, x15, x14
6457 26605 0x0000071c 0x0007c783 M lbu           x15, 15(x15)
6458 26617 0x00000720 0x00078613 M addi          x12, x0, 0
6459 26622 0x00000724 0xfee44683 M lbu           x13, -19(x8)
6460 26627 0x00000728 0xfef44783 M lbu           x15, -17(x8)
6461 26629 0x0000072c 0x00001737 M lui           x14, 0x00001000
6462 26631 0x00000730 0x72470713 M addi          x14, x4, 1828
6463 26633 0x00000734 0x00c70733 M add           x14, x12, x14
6464 26638 0x00000738 0x00074703 M lbu           x14, 14(x14)
6465 26643 0x0000073c 0xfdc42603 M lw            x12, -52(x8)
6466 26646 0x00000740 0x00269693 M slli          x13, x2, 2
6467 26648 0x00000744 0x00d606b3 M add           x13, x13, x12
6468 26650 0x00000748 0x00f687b3 M add           x15, x15, x13
6469 26656 0x0000074c 0x00e78023 M sb            x15, 0(x14)
6470 26661 0x00000750 0xfee44783 M lbu           x15, -17(x8)
6471 26663 0x00000754 0x00178793 M addi          x15, x1, 1
6472 26669 0x00000758 0xfef40723 M sb            x8, -18(x15)
6473 26674 0x0000075c 0xfee44703 M lbu           x14, -18(x8)
6474 26676 0x00000760 0x00300793 M addi          x15, x3, 3
6475 26680 0x00000764 0xfae7f0e3 M bgeu          x14, x15, -95
6476 26687 0x00000704 0xfee44703 M lbu           x14, -18(x8)
6477 26692 0x00000708 0xfef44783 M lbu           x15, -17(x8)
6478 26697 0x0000070c 0xfdc42683 M lw            x13, -51(x8)
6479 26700 0x00000710 0x00271713 M slli          x14, x2, 2
6480 26702 0x00000714 0x00e68733 M add           x14, x14, x13
6481 26704 0x00000718 0x00f707b3 M add           x15, x15, x14
6482 26709 0x0000071c 0x0007c783 M lbu           x15, 15(x15)
6483 26711 0x00000720 0x00078613 M addi          x12, x0, 0
6484 26716 0x00000724 0xfee44683 M lbu           x13, -19(x8)
6485 26721 0x00000728 0xfef44783 M lbu           x15, -17(x8)
6486 26723 0x0000072c 0x00001737 M lui           x14, 0x00001000
6487 26725 0x00000730 0x72470713 M addi          x14, x4, 1828
6488 26727 0x00000734 0x00c70733 M add           x14, x12, x14
6489 26732 0x00000738 0x00074703 M lbu           x14, 14(x14)
6490 26737 0x0000073c 0xfdc42603 M lw            x12, -52(x8)
6491 26740 0x00000740 0x00269693 M slli          x13, x2, 2
6492 26742 0x00000744 0x00d606b3 M add           x13, x13, x12
6493 26744 0x00000748 0x00f687b3 M add           x15, x15, x13
6494 26750 0x0000074c 0x00e78023 M sb            x15, 0(x14)
6495 26755 0x00000750 0xfee44783 M lbu           x15, -17(x8)
6496 26757 0x00000754 0x00178793 M addi          x15, x1, 1
6497 26763 0x00000758 0xfef40723 M sb            x8, -18(x15)
6498 26768 0x0000075c 0xfee44703 M lbu           x14, -18(x8)
6499 26770 0x00000760 0x00300793 M addi          x15, x3, 3
6500 26774 0x00000764 0xfae7f0e3 M bgeu          x14, x15, -95
6501 26781 0x00000704 0xfee44703 M lbu           x14, -18(x8)
6502 26786 0x00000708 0xfef44783 M lbu           x15, -17(x8)
6503 26791 0x0000070c 0xfdc42683 M lw            x13, -51(x8)
6504 26794 0x00000710 0x00271713 M slli          x14, x2, 2
6505 26796 0x00000714 0x00e68733 M add           x14, x14, x13
6506 26798 0x00000718 0x00f707b3 M add           x15, x15, x14
6507 26803 0x0000071c 0x0007c783 M lbu           x15, 15(x15)
6508 26805 0x00000720 0x00078613 M addi          x12, x0, 0
6509 26810 0x00000724 0xfee44683 M lbu           x13, -19(x8)
6510 26815 0x00000728 0xfef44783 M lbu           x15, -17(x8)
6511 26817 0x0000072c 0x00001737 M lui           x14, 0x00001000
6512 26819 0x00000730 0x72470713 M addi          x14, x4, 1828
6513 26821 0x00000734 0x00c70733 M add           x14, x12, x14
6514 26826 0x00000738 0x00074703 M lbu           x14, 14(x14)
6515 26831 0x0000073c 0xfdc42603 M lw            x12, -52(x8)
6516 26834 0x00000740 0x00269693 M slli          x13, x2, 2
6517 26836 0x00000744 0x00d606b3 M add           x13, x13, x12
6518 26838 0x00000748 0x00f687b3 M add           x15, x15, x13
6519 26844 0x0000074c 0x00e78023 M sb            x15, 0(x14)
6520 26849 0x00000750 0xfee44783 M lbu           x15, -17(x8)
6521 26851 0x00000754 0x00178793 M addi          x15, x1, 1
6522 26857 0x00000758 0xfef40723 M sb            x8, -18(x15)
6523 26862 0x0000075c 0xfee44703 M lbu           x14, -18(x8)
6524 26864 0x00000760 0x00300793 M addi          x15, x3, 3
